warehouse_id,vending_machine_id,sku_group_id,calc_direct_refill
6,611,6309,40
6,4878,6507,22
6,5419,6613,62
13,4583,37839,0
6,671,38621,12
6,2052,38621,13
8,3055,15569,0
6,664,2097,3
6,5549,17976,13
6,4088,6507,40
6,579,23099,50
2,1112,24779,0
8,1699,40909,0
15,4418,40796,0
6,948,6519,62
6,589,14333,0
8,4668,37493,0
6,5419,6462,46
6,1477,7150,30
6,580,6459,16
6,649,6573,8
6,4538,32052,38
4,5529,40439,0
6,670,38621,0
13,4636,16495,0
6,621,30444,64
6,637,6573,38
6,948,14533,25
6,5206,1703,45
13,3753,9905,0
6,638,6321,13
6,5716,2125,0
6,617,1591,17
13,826,32178,6
6,5481,14919,209
3,3295,19635,0
15,2607,14213,0
2,3501,4967,0
1,2011,20518,0
6,663,24820,77
6,2168,6452,20
1,5827,13060,0
15,4763,41054,13
2,88,43385,0
6,635,6309,150
13,5165,30161,0
6,667,6573,61
9,1069,41774,0
6,630,6687,10
66,5839,39963,0
6,637,2053,27
6,650,42771,40
4,2678,14532,0
4,4362,41424,0
6,640,14959,34
6,2190,2013,1
8,3481,36503,0
4,4723,40442,0
6,597,40781,13
6,5482,2013,10
13,4045,29884,32
13,4048,37042,11
6,635,42786,55
6,4272,6324,40
6,648,2216,28
5,5082,24225,0
2,1841,43383,0
6,608,6686,16
15,4761,41905,0
9,857,30611,0
6,2243,14533,22
6,1892,6555,32
6,2168,6380,4
6,5207,6319,44
6,2245,6309,0
9,2787,32735,0
5,5615,28295,0
2,88,19098,0
6,628,33851,26
3,5323,22934,0
6,4849,6985,17
6,5549,4974,4
6,5549,6313,0
9,858,40316,0
13,4583,29651,0
6,1814,24820,78
15,4764,41045,9
6,668,14961,25
8,5497,41934,0
6,2243,19644,46
6,620,34758,23
6,2168,33853,125
8,5233,36503,0
6,671,1707,6
6,644,6555,16
1,6216,23639,8
8,1789,15675,0
1,6061,30484,0
6,597,6304,8
13,5287,9890,14
8,2781,36301,0
13,4583,18883,0
6,597,38621,3
6,944,6281,18
13,826,18883,5
9,1159,40316,0
6,594,38621,42
6,944,40224,41
9,2026,8627,0
4,2044,19323,0
66,4856,36809,0
6,627,41392,7
6,669,7144,24
6,618,14920,344
6,4088,23137,50
6,622,1707,17
8,2112,40909,0
13,826,10529,0
6,1814,32054,36
16,5552,36492,0
6,4849,7150,48
6,4849,6322,21
15,2959,32119,0
6,4620,1890,16
6,663,14533,55
6,606,6246,11
6,2545,1707,13
5,5913,27710,0
6,608,15620,9
4,1786,24825,0
6,946,14919,70
9,851,19806,0
66,4860,38066,0
15,2611,32851,0
6,2549,1591,3
3,3925,17972,0
6,5418,19569,116
2,3500,23669,0
6,581,33853,19
13,1083,18880,0
8,2717,16347,0
4,4725,42774,0
8,4398,11427,0
9,1157,40317,0
3,1463,17972,0
4,2932,27210,0
8,5395,35393,0
6,948,38621,31
6,607,24820,14
6,648,6309,23
9,852,40316,0
6,650,42786,32
6,589,6512,4
8,1698,11067,0
6,630,4974,11
6,946,43284,18
6,5481,15393,133
6,581,1703,100
6,948,6999,34
4,3914,37833,0
8,3359,21490,0
6,609,43288,17
8,4966,37047,0
6,663,40224,19
15,4763,41595,12
9,1156,19806,0
9,2790,40317,0
8,5600,45371,0
6,668,14823,59
1,2280,23639,0
13,5164,9964,0
6,642,7150,10
66,2355,44151,0
3,5731,26669,0
13,2538,10041,0
15,2957,17162,0
6,2168,2141,12
6,594,17110,57
6,616,12171,7
5,2800,28857,0
4,5223,40732,0
2,3520,4967,0
6,650,33853,59
6,579,24820,3
6,581,6423,35
6,609,14914,25
6,1476,32629,6
6,570,32117,25
6,674,24819,5
6,944,14506,48
6,674,14506,29
6,2242,6507,101
6,4088,14912,20
6,616,6324,49
6,2190,24960,107
6,648,6361,3
6,879,23098,17
6,650,19472,85
6,2242,22245,71
6,576,1826,17
6,654,6693,13
6,650,6680,35
6,4003,7165,34
6,626,32116,3
6,663,21465,66
6,632,14989,200
