warehouse_id,vending_machine_id,manufacturer_variant_id,sales
1,2222,23548,24
1,3652,21313,53
1,3051,20855,3
1,5893,40661,8
1,2009,23374,53
1,3659,36352,1
1,2009,33634,15
1,4204,42340,0
1,5159,28229,201
1,3159,33022,1
1,5159,23639,120
1,3351,30484,43
1,5159,18105,56
1,4320,20848,364
1,2009,33529,118
1,2676,13007,12
1,3651,21313,11
1,2380,23639,27
1,2009,31468,53
1,4324,23639,67
1,4921,33527,32
1,5976,34351,5
1,2009,17414,42
1,1640,44068,6
1,2403,22921,12
1,1794,43634,12
1,2009,32179,59
1,3044,36087,9
1,2010,33897,50
1,5534,27207,1
1,2489,30820,176
1,5938,41567,9
1,2508,23548,22
1,5565,36509,8
1,2010,34006,371
1,5948,41966,5
1,2010,30941,312
1,789,17417,1
1,2010,28231,389
1,4626,33532,9
1,5144,41567,17
1,929,36639,10
1,5039,34434,9
1,5948,15110,23
1,2560,12854,40
1,145,15209,29
1,2010,22063,179
1,5565,36639,11
1,5139,30820,50
1,5588,20848,47
1,2010,22556,3239
1,402,37311,2
1,3531,18292,4
1,5956,37832,30
1,2010,17591,6
1,3873,36640,10
1,2010,12485,354
1,47,35326,42
1,3854,36636,19
1,1101,36088,141
1,2010,13848,396
1,90,12795,41
1,2011,30941,331
1,861,20848,124
1,2011,31322,5
1,1246,19500,61
1,2011,12632,1538
1,3687,36087,9
1,2011,19434,367
1,3777,20848,70
1,2011,13848,558
1,3845,36977,10
1,5585,36088,5
1,1305,34697,32
1,2011,12355,289
1,865,30820,41
1,2011,23310,113
1,1312,24841,8
1,5159,36757,5
1,1092,13135,8
1,4103,36087,7
1,1680,41567,32
1,4204,30169,15
1,5676,36757,1
1,2011,32599,375
1,2081,21390,15
1,5693,21851,35
1,2025,40664,2
1,2011,13622,102
1,2207,40663,4
1,2011,12417,265
1,1285,34006,113
1,2011,27899,207
1,90,36087,4
1,5527,41954,3
1,3297,22124,35
1,2011,21434,165
1,1843,27207,10
1,2011,24337,163
1,1640,13744,24
1,2011,31469,1
1,1640,38049,56
1,2011,23868,98
1,2489,37273,44
1,2012,23260,201
1,4422,13135,167
1,2012,18087,218
1,3720,35224,7
1,2012,34006,389
1,1650,20519,9
1,2012,12441,36
1,1670,33525,19
1,2012,33531,59
1,1782,37273,40
1,5525,39821,1
1,3663,29908,3
1,2012,12632,1545
1,1723,33525,75
1,5249,22124,11
1,4628,34399,2
1,5585,39893,8
1,4672,23637,17
1,4209,21851,12
1,1844,28232,15
1,5308,19502,5
1,2342,36509,22
1,5828,25609,25
1,1916,25609,49
1,5702,21851,92
1,5146,20855,2
1,5308,34006,8
1,2061,15194,25
1,5893,12793,10
1,2602,21390,14
1,2012,15110,239
1,2653,20817,6
1,1630,26061,39
1,3124,30191,15
1,1138,12327,78
1,4118,18105,28
1,1641,15194,14
1,4563,14017,61
1,2012,33896,59
1,3053,22926,30
1,3158,31474,2
1,4576,36088,28
1,2012,23374,67
1,4589,36640,59
1,2012,17591,5
1,2198,18556,15
1,2012,17590,6
1,5249,44077,7
1,3351,35224,27
1,4118,22926,20
1,2012,24866,988
1,4118,17951,3
1,4422,14167,9
1,4118,23548,28
1,4519,24746,7
1,5899,43640,8
1,2012,33634,9
1,2818,35079,22
1,3656,4,0
1,2343,30482,117
1,3687,20808,37
1,4422,21463,22
1,5382,36641,2
1,1321,19500,10
1,2012,17414,50
1,4626,23639,525
1,4421,14167,17
1,4626,26060,213
1,1916,21820,26
1,4628,12792,36
1,3720,20808,14
1,2928,23639,10
1,2020,33534,1
1,2101,23375,5
1,2020,15194,9
1,4118,28230,6
1,5310,20848,65
1,5948,44117,31
1,2020,31322,17
1,5963,15110,6
1,824,13786,5
1,5982,43632,5
1,145,22556,27
1,4011,34399,18
1,2020,13848,24
1,564,23374,2
1,5963,12327,22
1,2489,16037,348
1,5963,42782,4
1,4672,35326,32
1,3156,34397,2
1,2997,25609,10
1,2020,21820,19
1,4936,40661,5
1,2020,33529,10
1,4209,38244,10
1,5948,30484,49
1,4118,20845,44
1,5338,36638,4
1,4163,30820,147
1,5338,25609,8
1,2492,22124,57
1,5339,13135,201
1,3052,20852,129
1,5339,37832,274
1,6015,18105,7
1,2023,16037,60
1,3284,20523,26
1,2023,18556,24
1,2796,36087,6
1,2023,13116,10
1,3398,32599,93
1,2023,20848,49
1,4717,38049,12
1,2062,13060,3
1,4719,25610,156
1,5948,40660,4
1,1630,35224,41
1,5453,33527,4
1,3508,15171,3
1,2278,33525,22
1,6061,43639,1
1,5382,25609,20
1,2012,17621,6
1,2023,17952,20
1,3586,28229,15
1,2023,14172,11
1,3586,32179,4
1,2023,19501,12
1,5534,36757,4
1,2025,32179,22
1,3159,35326,33
1,2025,12327,38
1,5040,19502,5
1,2025,33529,16
1,3659,22921,8
1,2025,24843,27
1,5178,13060,5
1,3927,34413,8
1,4797,12792,117
1,5520,13135,3
1,4798,19500,149
1,1641,14167,8
1,4799,22124,167
1,4053,13330,10
1,4800,13135,45
1,4086,20808,90
1,401,17952,37
1,2025,25609,77
1,4118,32597,31
1,2280,30087,3
1,4808,18106,194
1,2025,33527,30
1,4808,12795,108
1,5534,37044,18
1,4808,24865,99
1,5409,12327,5
1,4808,36977,114
1,5409,23260,21
1,4809,19311,27
1,4163,31644,34
1,4809,12792,121
1,5979,36630,13
1,3663,13156,3
1,655,20778,6
1,3696,13330,9
1,2404,35687,13
1,5826,41954,2
1,2323,20519,47
1,3081,22124,29
1,4210,25452,5
1,564,33770,6
1,5547,36631,22
1,2404,38049,28
1,5560,36642,25
1,4519,25609,110
1,5570,33770,100
1,2891,36641,1
1,5570,26061,28
1,5309,24841,16
1,5571,40669,50
1,5331,19500,3
1,5571,37490,37
1,3866,36488,10
1,5599,33527,32
1,3155,20852,39
1,4619,34434,112
1,3155,38049,155
1,1917,33895,6
1,3285,36488,12
1,2380,23548,35
1,4228,36087,7
1,4677,13330,4
1,3158,37993,4
1,2895,33528,8
1,2216,21820,5
1,4550,39001,7
1,5826,39818,0
1,62,22124,37
1,5827,36088,7
1,3664,36628,13
1,4888,24843,28
1,2759,33770,63
1,2500,31473,1
1,839,34434,43
1,6202,44068,1
1,6039,37832,9
1,6030,13786,20
1,6039,27207,5
1,4900,37832,288
1,5624,37273,8
1,4900,12327,282
1,6041,36087,9
1,6215,34413,6
1,3053,30820,21
1,4629,22921,9
1,6041,30484,13
1,4921,38049,133
1,5624,36641,2
1,4936,36639,42
1,167,36635,5
1,6230,44117,4
1,1630,20808,48
1,4324,38746,2
1,1641,13330,6
1,3321,23639,39
1,5546,39001,24
1,401,25431,12
1,5614,15430,15
1,2500,33770,113
1,817,32599,8
1,4798,36642,73
1,3155,33023,3
1,1638,30946,4
1,5437,36631,24
1,2558,26061,5
1,5437,26060,112
1,2602,16037,111
1,5437,36630,59
1,5588,36628,8
1,5437,36637,16
1,3393,30820,379
1,5437,13135,126
1,4968,30940,14
1,5441,20848,48
1,4968,36636,15
1,817,20523,10
1,4011,20778,23
1,5456,15430,33
1,3392,35326,6
1,5456,23638,8
1,3688,36488,27
