warehouse_id,vending_machine_id,sku_group_id,extra,remove,expiry
2,5446,31450,0,11,0
2,5533,31450,0,7,0
2,5515,31450,0,5,0
2,5532,31450,0,6,0
2,3504,31450,0,17,0
2,5371,31450,0,3,0
2,3500,31450,0,9,0
2,3526,31450,0,9,0
2,3524,31450,0,8,0
2,3521,31450,0,20,0
2,5447,31450,0,5,0
2,3500,31451,0,4,0
2,5515,31451,0,4,0
2,5447,31451,0,5,0
2,5446,31451,0,3,0
2,3497,31451,0,8,0
2,3526,31451,0,7,0
2,5514,31451,0,0,0
2,3521,31451,0,9,0
2,3524,31451,0,2,0
2,3504,31451,0,12,0
2,5516,31451,0,3,0
2,5448,31451,0,3,0
2,5375,31452,0,4,0
2,5342,31452,0,3,0
2,5392,31452,0,10,0
2,3500,31452,0,9,0
2,3524,31452,0,7,0
2,5531,31452,0,0,0
2,5371,31452,0,4,0
2,5373,31452,0,3,0
2,5372,31452,0,4,0
2,3497,31452,0,6,0
2,5446,31452,0,0,3
2,3504,31452,0,0,0
2,5447,31452,0,4,0
2,3521,31452,0,13,0
2,5448,31452,0,2,2
2,5391,31452,0,8,0
2,5374,31452,0,6,0
2,3526,31452,0,8,0
2,5447,31453,0,11,0
2,5371,31453,0,0,0
2,5532,31453,0,3,0
2,3500,31453,0,17,0
2,5516,31453,0,5,0
2,5372,31453,0,2,0
2,5448,31453,0,6,0
2,5446,31453,0,0,0
2,3521,31453,0,20,0
2,5392,31453,0,5,0
2,5368,31453,0,3,0
2,3526,31453,0,4,0
2,5337,31453,0,3,0
2,5515,31453,0,5,0
2,5373,31453,0,2,0
2,5514,31453,0,0,0
2,3524,31453,0,7,0
2,3497,31453,0,7,0
2,5336,31453,0,0,0
2,3504,31453,0,18,0
2,5447,31454,0,6,0
2,5368,31454,0,3,0
2,5337,31454,0,5,0
2,5448,31454,0,3,0
2,5341,31454,0,0,0
2,3524,31454,0,6,0
2,3500,31454,0,23,0
2,5336,31454,0,0,0
2,5446,31454,0,0,0
2,5516,31454,0,3,0
2,3504,31454,0,8,0
2,3497,31454,0,8,0
2,3521,31454,0,6,0
2,5515,31454,0,3,0
2,5514,31454,0,0,0
2,3526,31454,0,6,0
2,5448,31455,0,4,0
2,3526,31455,0,8,0
2,5374,31455,0,0,0
2,5375,31455,0,3,0
2,5393,31455,0,4,0
2,5447,31455,0,3,0
2,5371,31455,0,3,0
2,5513,31455,0,4,0
2,5368,31455,0,3,0
2,3521,31455,0,23,0
2,3500,31455,0,3,0
2,3497,31455,0,1,0
2,5531,31455,0,0,0
2,5372,31455,0,2,0
2,5373,31455,0,6,0
2,5446,31455,0,4,0
2,3524,31455,0,8,0
2,5337,31455,0,4,0
2,5341,31455,0,0,0
2,3504,31455,0,21,0
2,5391,31456,0,0,0
2,5516,31456,0,2,0
2,5448,31456,0,5,0
2,3504,31456,0,11,0
2,3500,31456,0,8,0
2,5336,31456,0,0,0
2,3497,31456,0,4,0
2,5335,31456,0,6,0
2,5341,31456,0,0,0
2,5337,31456,0,3,0
2,5375,31456,0,0,0
2,5373,31456,0,3,0
2,3521,31456,0,3,0
2,5393,31456,0,0,0
2,3524,31456,0,7,0
2,5368,31456,0,5,0
2,5340,31456,0,0,0
2,5314,31456,0,7,0
2,5513,31456,0,0,0
2,5342,31456,0,0,0
2,5514,31456,0,0,0
2,5446,31456,0,0,0
2,5372,31456,0,0,0
2,5392,31456,0,0,0
2,3526,31456,0,2,0
2,5374,31456,0,0,0
2,5515,31456,0,2,0
2,5447,31456,0,4,0
2,5371,31456,0,1,0
2,3526,31457,0,6,0
2,3504,31457,0,12,0
2,3497,31457,0,6,0
2,3524,31457,0,6,0
2,5448,31457,0,3,0
2,3521,31457,0,7,0
2,5447,31457,0,5,0
2,3500,31457,0,6,0
2,5446,31457,0,0,0
2,3500,31458,0,2,6
2,3521,31458,0,3,5
2,5513,31458,0,6,0
2,3497,31458,0,9,0
2,3504,31458,0,0,10
2,3524,31458,0,6,0
2,3526,31458,0,7,0
2,5512,31458,0,3,0
2,3521,31459,0,3,0
2,3504,31459,0,0,0
2,3500,31459,0,4,0
2,3524,31459,0,2,0
2,3526,31459,0,3,0
2,3497,31459,0,2,0
2,5446,31460,0,3,2
2,5448,31460,0,4,0
2,3526,31460,0,4,0
2,5447,31460,0,12,0
2,5340,31460,0,3,0
2,5516,31460,0,1,0
2,3504,31461,0,3,0
2,3500,31461,0,0,7
2,3526,31461,0,5,0
2,3524,31461,0,6,0
2,3497,31461,0,5,0
2,3521,31461,0,0,7
2,5371,31462,0,7,0
2,5393,31462,0,2,0
2,3526,31462,0,6,0
2,5337,31462,0,0,0
2,5375,31462,0,6,0
2,5368,31462,0,3,0
2,5511,31462,0,2,0
2,5516,31462,0,2,0
2,5392,31462,0,0,0
2,3497,31462,0,2,0
2,5391,31462,0,0,0
2,5373,31462,0,3,0
2,5513,31462,0,1,0
2,5514,31462,0,0,0
2,5335,31462,0,4,0
2,5340,31462,0,3,0
2,5342,31462,0,3,0
2,5336,31462,0,0,0
2,5448,31462,0,8,8
2,5446,31462,0,0,0
2,5374,31462,0,0,0
2,5515,31462,0,0,0
2,5447,31462,0,7,0
2,5372,31462,0,5,0
2,5314,31462,0,4,0
2,3504,31462,0,0,0
2,5341,31462,0,3,0
2,3500,31463,0,5,0
2,5335,31463,0,0,0
2,5448,31463,0,0,0
2,5393,31463,0,0,0
2,5375,31463,0,2,0
2,5531,31463,0,0,0
2,3526,31463,0,3,0
2,5372,31463,0,0,0
2,3526,31464,0,6,0
2,3497,31464,0,4,0
2,5446,31464,0,0,0
2,3504,31464,1,3,1
2,5341,31464,0,0,0
2,3521,31464,0,14,0
2,5447,31464,0,3,0
2,3500,31464,0,7,1
1,2009,31465,0,0,96
1,2009,31466,0,11,61
1,2011,31466,0,5,0
1,2009,31467,0,23,71
1,2009,31468,0,10,78
1,2009,31469,0,13,64
1,2011,31469,0,4,0
2,3671,31473,0,0,2
1,1101,31473,0,0,1
1,3585,31473,0,0,1
1,1143,31473,0,0,2
1,789,31473,0,0,2
1,1672,31473,0,4,1
1,147,31473,0,0,2
1,896,31473,0,0,1
1,1137,31473,0,0,1
1,2379,31473,0,0,0
1,3387,31473,0,0,2
1,1181,31473,0,0,1
1,3696,31473,0,0,3
1,3155,31473,0,0,1
1,1579,31473,0,0,3
1,2437,31473,0,0,4
1,929,31473,0,0,3
1,839,31473,0,0,1
1,3205,31473,0,0,1
1,655,31473,0,0,2
1,433,31473,0,0,2
1,1650,31473,0,0,0
1,3148,31473,0,0,0
1,2341,31473,0,0,4
1,2037,31473,0,0,0
1,1605,31473,0,0,1
1,2025,31473,0,0,1
1,89,31473,0,0,1
1,3158,31473,0,0,2
1,3159,31473,0,0,4
1,1138,31473,0,0,4
1,1916,31473,0,0,5
1,2340,31473,0,0,1
1,2081,31473,0,0,1
1,47,31473,0,0,1
1,3646,31473,0,0,0
1,4320,31473,0,0,10
1,3156,31473,0,0,2
1,1894,31473,0,0,3
1,1932,31473,0,0,1
1,1091,31473,0,0,3
1,1782,31473,0,0,3
1,144,31473,0,0,4
1,2500,31473,0,0,0
1,1723,31473,0,0,0
1,2010,31474,0,0,2
1,1579,31474,0,0,6
1,817,31474,0,0,3
1,4007,31474,0,0,0
1,4324,31474,0,0,1
1,3696,31474,0,0,4
1,2025,31474,0,0,6
1,1830,31474,0,0,3
1,3585,31474,0,0,2
1,2012,31474,0,0,1
1,3158,31474,0,0,6
1,2009,31474,0,0,120
1,433,31474,0,1,3
1,4626,31474,0,0,1
1,1782,31474,0,0,3
1,3205,31474,0,0,0
1,1894,31474,0,2,2
1,1143,31474,0,0,4
1,1932,31474,0,0,8
1,1101,31474,0,0,5
1,1091,31474,0,0,0
1,1138,31474,0,0,6
1,4320,31474,0,0,8
1,3408,31474,0,0,1
1,4717,31474,1,0,3
1,2008,31474,0,0,0
1,1672,31474,0,0,8
1,3663,31474,0,0,3
1,929,31474,0,0,5
1,1723,31474,0,0,3
1,3148,31474,0,0,4
1,2081,31474,0,0,1
1,1137,31474,0,0,2
1,3646,31474,0,0,6
1,896,31474,0,0,0
1,3155,31474,0,0,3
1,839,31474,0,0,6
1,655,31474,0,0,3
1,2500,31474,0,0,2
1,4322,31474,0,0,1
1,2379,31474,0,0,3
1,1916,31474,0,0,3
1,144,31474,0,0,9
1,2437,31474,0,0,6
1,2011,31474,0,0,4
1,47,31474,0,0,5
1,3159,31474,0,2,4
1,1916,31475,0,0,7
1,1650,31475,0,0,1
1,1723,31475,0,1,4
2,3671,31475,0,0,4
1,2081,31475,0,1,10
1,929,31475,0,0,8
1,1181,31475,0,0,0
1,2500,31475,0,0,5
1,3156,31475,0,0,1
1,655,31475,0,1,14
1,2025,31475,0,1,12
1,3155,31475,0,2,3
1,2379,31475,0,1,11
1,896,31475,0,0,2
1,1782,31475,0,2,2
1,3646,31475,0,3,15
1,1932,31475,0,0,10
1,144,31475,0,2,14
1,1091,31475,0,2,8
1,839,31475,0,0,0
1,4320,31475,0,0,23
1,2341,31475,0,0,0
1,2437,31475,0,1,4
1,789,31475,0,0,6
1,1894,31475,0,0,7
1,3205,31475,0,0,5
1,47,31475,0,0,7
1,4717,31475,0,2,4
1,1672,31475,0,0,2
1,4324,31475,0,0,3
1,3053,31475,0,0,1
1,1137,31475,0,2,8
1,2037,31475,0,0,0
1,1101,31475,0,0,6
1,4626,31475,0,1,1
1,3148,31475,0,3,9
1,4322,31475,0,3,4
1,3387,31475,0,0,0
1,89,31475,0,0,0
1,1143,31475,0,1,1
1,4007,31475,0,0,0
1,3585,31475,0,0,3
1,3696,31475,0,0,3
1,3285,31475,0,0,0
1,1579,31475,0,0,7
1,2340,31475,0,0,1
1,147,31475,0,0,0
1,1638,31475,0,0,0
1,1605,31475,0,0,0
1,817,31475,0,0,5
1,433,31475,0,1,7
1,3663,31475,0,0,4
1,1138,31475,0,3,8
1,4910,31475,0,0,0
1,3159,31475,0,3,9
1,4421,31475,0,0,1
1,3158,31475,0,1,4
1,4628,31475,0,0,2
1,2009,31476,0,6,50
1,2009,31477,0,6,102
9,2057,31546,0,2,0
9,1156,31546,0,1,0
9,2900,31546,0,1,0
9,1157,31546,0,0,0
9,1161,31546,0,1,0
9,2793,31546,0,5,0
9,1154,31546,0,13,0
9,2186,31547,0,12,0
9,1340,31547,0,20,0
9,2057,31547,0,4,0
9,921,31547,0,6,0
9,954,31547,0,0,2
9,2787,31547,0,4,0
9,854,31547,0,0,0
9,1158,31547,0,5,0
9,922,31547,0,6,0
9,1160,31547,0,2,0
9,920,31547,0,6,0
9,858,31547,0,1,0
9,1153,31547,0,13,0
9,852,31547,0,3,0
9,859,31547,0,5,0
9,1161,31547,0,4,0
9,855,31547,0,6,0
9,1156,31547,0,2,0
9,3345,31547,0,3,0
9,1069,31547,0,6,0
9,919,31547,0,6,0
9,2791,31547,0,3,0
9,1155,31548,0,2,0
9,1153,31548,0,7,0
9,1154,31548,0,0,0
9,1160,31548,0,3,0
9,1340,31548,0,5,0
9,1158,31548,0,3,0
9,852,31548,0,2,0
9,858,31548,0,0,0
9,2792,31548,0,8,0
9,2186,31548,0,3,0
9,920,31548,0,15,0
9,2790,31548,0,2,0
9,3345,31548,0,7,0
9,2788,31548,0,14,0
9,922,31548,0,3,0
9,855,31548,0,5,0
9,856,31548,0,0,5
9,2071,31548,0,1,0
9,3242,31549,0,0,0
9,1158,31549,0,0,0
9,851,31549,0,0,0
9,3345,31549,0,7,0
9,3243,31549,0,6,0
9,951,31549,0,4,0
9,1155,31549,0,20,0
9,852,31549,0,3,0
9,920,31549,0,5,0
9,857,31549,0,7,0
9,1152,31549,0,9,0
9,1069,31549,0,10,0
9,3037,31549,0,5,0
9,1156,31549,0,3,0
9,2789,31549,0,29,0
9,3039,31549,0,1,0
9,2793,31549,0,8,0
9,3034,31549,0,8,0
9,2791,31549,0,10,0
9,3035,31549,0,2,8
9,2787,31549,0,6,0
9,2794,31549,0,13,0
9,3042,31549,0,6,0
9,2792,31549,0,17,0
9,2790,31549,0,5,0
9,953,31549,0,1,0
9,859,31549,0,5,0
9,860,31549,0,0,0
9,2900,31549,0,7,0
9,3040,31549,0,1,0
9,2788,31549,0,7,0
9,1153,31549,0,4,0
9,955,31549,0,0,0
9,3244,31549,0,3,0
9,919,31549,0,0,0
9,2057,31549,0,8,2
9,2071,31549,0,15,0
9,3038,31549,0,15,0
9,855,31549,0,9,0
9,854,31549,0,7,0
9,952,31549,0,1,0
9,954,31549,0,1,0
9,1161,31549,0,5,0
9,5229,31549,0,2,0
9,3036,31549,0,0,7
9,5228,31549,0,3,0
9,950,31549,0,0,0
9,3245,31549,0,8,0
9,3241,31549,0,0,0
9,3247,31549,0,6,0
9,858,31549,0,4,0
9,3041,31549,0,0,0
9,3043,31549,0,1,6
9,1159,31549,0,6,0
9,1154,31549,0,7,3
9,1160,31549,0,6,0
9,2026,31549,0,19,0
9,1157,31549,0,1,0
9,920,31550,0,8,0
9,919,31550,0,15,0
9,918,31550,0,2,0
9,921,31550,0,2,0
9,922,31550,0,5,0
9,1340,31550,0,0,0
9,3041,31551,0,0,0
9,950,31551,0,3,0
9,952,31551,0,0,0
9,920,31551,0,11,0
9,3241,31551,0,0,0
9,3243,31551,0,0,0
9,955,31551,0,2,0
9,2900,31551,0,0,0
9,3043,31551,0,8,0
9,852,31551,0,2,0
9,3038,31551,0,0,0
9,3242,31551,0,1,0
9,921,31551,0,6,0
9,3037,31551,0,0,0
9,3034,31551,0,19,0
9,3246,31551,0,0,0
9,3039,31551,0,2,0
9,1340,31551,0,1,0
9,2794,31551,0,8,0
9,922,31551,0,27,0
9,3036,31551,0,2,0
9,3244,31551,0,5,0
9,3040,31551,0,5,0
9,3042,31551,0,0,0
9,3035,31551,0,12,0
9,2186,31551,0,13,0
9,3247,31551,0,33,0
9,919,31551,0,10,0
9,3244,31553,0,0,0
9,1159,31553,0,31,0
9,5229,31553,0,14,0
9,918,31553,0,20,0
9,4612,31553,0,42,0
9,851,31553,0,25,0
9,3041,31553,0,0,4
9,2026,31553,0,19,0
9,2787,31553,0,80,0
9,2071,31553,0,16,0
9,1340,31553,0,19,0
9,920,31553,0,26,0
9,956,31553,0,0,0
9,2900,31553,0,1,0
9,2186,31553,0,11,0
9,1155,31553,0,58,0
9,854,31553,0,37,0
9,3042,31553,0,5,7
9,2057,31553,0,17,0
9,1154,31553,0,14,0
9,859,31553,0,19,0
9,3037,31553,0,2,0
9,5228,31553,0,13,31
9,919,31553,0,10,0
9,922,31553,0,17,7
9,2791,31553,0,18,0
9,2790,31553,0,11,0
9,2793,31553,0,25,0
9,858,31553,0,10,0
9,2789,31553,0,28,0
9,3036,31553,0,0,0
9,950,31553,0,7,0
9,953,31553,0,4,0
9,3242,31553,0,0,0
9,857,31553,0,24,0
9,1152,31553,0,38,0
9,1156,31553,0,51,0
9,1158,31553,0,17,0
9,955,31553,0,5,0
9,951,31553,0,3,0
9,3039,31553,0,1,0
9,3034,31553,0,0,0
9,855,31553,0,66,0
9,954,31553,0,6,0
9,3043,31553,0,9,5
9,3035,31553,0,9,6
9,1069,31553,0,10,0
9,852,31553,0,44,0
9,856,31553,0,7,0
9,921,31553,0,21,0
9,1160,31553,0,18,0
9,2792,31553,0,36,0
9,5889,31553,0,4,0
9,3040,31553,0,14,2
9,3241,31553,0,0,0
9,2794,31553,0,21,0
9,3345,31553,0,19,0
9,3038,31553,0,8,0
9,1157,31553,0,11,0
9,1153,31553,0,26,0
9,952,31553,0,11,0
9,860,31553,0,14,0
9,1161,31553,0,22,0
9,2788,31553,0,57,0
9,2790,31554,0,3,0
9,3040,31554,0,0,0
9,1158,31554,0,8,0
9,1153,31554,0,2,0
9,3039,31554,0,0,0
9,1160,31554,0,1,0
9,855,31554,0,0,0
9,1161,31554,0,0,0
9,854,31554,0,0,0
9,1152,31554,0,2,0
9,2057,31554,0,3,0
9,1156,31554,0,3,0
9,2026,31554,0,6,0
9,3041,31554,0,4,8
9,3042,31554,0,8,0
9,2792,31554,0,1,0
9,2791,31554,0,1,0
9,2793,31554,0,5,0
9,851,31554,0,0,0
9,3345,31554,0,0,0
9,856,31554,0,0,0
9,1154,31554,0,0,0
9,2789,31554,0,0,0
9,1155,31554,0,7,0
9,852,31554,0,7,0
9,858,31554,0,21,0
9,1159,31554,0,0,0
9,859,31554,0,2,0
9,2071,31554,0,1,0
9,1157,31554,0,3,0
9,2788,31554,0,0,0
9,2794,31554,0,0,0
9,2900,31554,0,0,0
9,1069,31554,0,2,0
9,2787,31554,0,0,0
9,919,31555,0,11,0
9,922,31555,0,0,0
9,5228,31555,0,0,0
9,851,31555,0,43,0
9,5229,31555,0,9,1
9,918,31555,0,5,0
9,4612,31555,0,13,0
9,3241,31555,0,4,0
9,2787,31555,0,18,0
9,920,31555,0,50,0
9,2794,31555,0,8,0
9,3243,31555,0,4,8
9,1158,31555,0,7,0
9,855,31555,0,18,0
9,1340,31555,0,19,6
9,3037,31555,0,1,0
9,2057,31555,0,2,0
9,955,31555,0,1,10
9,953,31555,0,6,0
9,2790,31555,0,8,0
9,2792,31555,0,3,0
9,3036,31555,0,14,0
9,857,31555,0,34,0
9,2026,31555,0,1,0
9,3246,31555,0,7,0
9,2186,31555,0,24,0
9,3245,31555,0,0,4
9,2071,31555,0,0,0
9,1568,31555,0,0,0
9,1154,31555,0,25,0
9,954,31555,0,5,0
9,950,31555,0,9,0
9,5889,31555,0,7,0
9,852,31555,0,2,0
9,2900,31555,0,18,0
9,956,31555,0,0,0
9,1156,31555,0,14,0
9,2789,31555,0,14,0
9,859,31555,0,12,0
9,2791,31555,0,1,0
9,951,31555,0,12,0
9,2793,31555,0,26,0
9,860,31555,0,10,0
9,3038,31555,0,11,6
9,3345,31555,0,0,0
9,1152,31555,0,11,0
9,1160,31555,0,52,0
9,854,31555,0,36,0
9,1069,31555,0,13,0
9,1159,31555,0,0,0
9,1157,31555,0,13,0
9,1153,31555,0,0,0
9,2987,31555,0,0,0
9,3244,31555,0,9,6
9,952,31555,0,5,0
9,3242,31555,0,10,0
9,921,31555,0,15,0
9,3247,31555,0,15,0
9,3035,31555,0,8,0
9,1155,31555,0,31,0
9,1161,31555,0,11,0
9,858,31555,0,4,0
9,3034,31555,0,10,0
9,2788,31555,0,1,0
9,954,31556,0,1,0
9,919,31556,0,4,0
9,953,31556,0,2,0
9,951,31556,0,0,0
9,1568,31556,0,0,0
9,952,31556,0,0,0
9,950,31556,0,0,0
9,956,31556,0,0,0
9,955,31556,0,7,0
9,918,31556,0,7,0
9,2986,31557,0,0,0
9,918,31557,0,6,0
9,922,31557,0,6,0
9,3243,31557,0,1,0
9,1159,31557,0,0,5
9,2791,31557,0,2,0
9,3247,31557,0,1,0
9,920,31557,0,9,0
9,857,31557,0,1,0
9,1154,31557,0,0,8
9,3246,31557,0,2,0
9,851,31557,0,3,0
9,1340,31557,0,8,0
9,1157,31557,0,2,0
9,3245,31557,0,0,15
9,921,31557,0,7,0
9,919,31557,0,12,0
9,952,31557,0,7,0
9,2988,31557,0,1,0
9,1156,31557,0,7,0
9,1069,31557,0,5,0
9,2900,31557,0,3,0
9,2186,31557,0,10,0
9,3243,31558,0,0,13
9,856,31558,0,0,0
9,3241,31558,0,7,0
9,3247,31558,0,1,1
9,2186,31558,0,3,0
9,920,31558,0,3,0
9,854,31558,0,2,0
9,3244,31558,0,0,0
9,922,31558,0,4,0
9,3245,31558,0,6,4
9,1069,31558,0,6,0
9,3242,31558,0,8,0
9,3246,31558,0,0,0
9,1154,31558,0,0,2
9,2793,31558,0,3,0
9,1069,31559,0,5,0
9,854,31559,0,3,0
9,920,31559,0,4,0
9,918,31559,0,5,0
9,2982,31559,0,7,0
9,922,31559,0,4,0
9,919,31559,0,6,0
9,2793,31559,0,8,0
9,921,31559,0,3,0
9,952,31559,0,2,0
9,954,31559,0,2,0
9,2791,31559,0,0,0
9,2186,31559,0,9,0
9,3245,31560,0,0,0
9,2988,31560,0,11,0
9,954,31560,0,3,0
9,1069,31560,0,0,5
9,852,31560,0,3,0
3,2599,31569,0,0,0
3,523,31569,0,5,0
3,4236,31569,0,1,0
3,2860,31569,0,2,0
3,3708,31569,0,2,0
3,1179,31569,0,8,0
3,2767,31569,0,1,0
3,3516,31569,0,2,0
3,177,31569,0,3,1
3,2095,31569,0,1,0
3,3925,31569,0,2,0
3,3407,31569,0,6,0
3,3003,31569,0,0,0
3,3011,31569,0,4,0
3,141,31569,0,3,0
3,2471,31569,0,6,0
3,143,31569,0,5,0
3,1490,31569,0,0,4
9,1271,31612,0,0,0
9,1600,31612,0,1,0
9,3211,31612,0,2,0
9,3016,31612,0,1,0
9,2959,31612,0,0,0
9,2635,31612,0,0,0
9,1275,31612,0,2,0
9,1273,31612,0,0,0
9,1278,31612,0,0,0
9,3212,31612,0,0,0
9,1272,31612,0,0,0
9,1274,31612,0,0,0
9,2110,31612,0,1,0
9,3210,31612,0,0,0
9,1277,31612,0,0,0
9,1276,31612,0,0,0
9,3015,31612,0,0,0
9,1270,31612,0,0,0
9,2957,31612,0,0,0
9,1600,31616,0,6,0
74,5539,31616,0,0,0
9,4759,31616,0,14,0
15,1036,31616,0,32,0
9,3734,31616,0,0,0
9,4765,31616,0,12,0
9,3208,31616,0,0,0
15,1038,31616,0,21,0
9,2614,31616,0,5,0
9,4762,31616,2,13,0
9,3872,31616,0,6,0
9,4417,31616,0,12,0
9,3179,31616,1,5,0
9,3016,31616,0,3,0
9,3181,31616,0,6,0
9,5897,31616,0,13,0
9,1276,31616,0,0,0
9,1599,31616,0,2,0
9,1280,31616,0,0,0
9,3452,31616,0,0,0
9,5895,31616,0,2,0
9,1273,31616,0,6,0
9,3207,31616,0,8,0
15,1040,31616,0,0,0
15,1039,31616,0,5,0
9,5191,31616,1,24,0
9,3005,31616,0,8,0
9,3006,31616,0,10,0
9,2111,31616,0,0,0
9,3453,31616,0,6,0
9,4415,31616,0,0,0
15,4911,31616,0,41,0
9,4416,31616,0,0,0
9,2980,31616,0,2,0
9,1277,31616,0,6,0
9,3206,31616,0,0,0
9,1270,31616,0,7,0
74,5540,31616,0,2,0
15,5450,31616,0,0,0
9,2610,31616,0,6,0
9,2979,31616,0,0,0
9,4767,31616,0,2,0
9,2635,31616,0,52,0
9,3210,31616,0,1,0
9,3004,31616,0,12,0
9,1271,31616,0,7,0
9,5896,31616,0,5,0
9,2611,31616,0,0,0
9,1609,31616,0,4,0
9,2959,31616,0,11,0
9,2622,31616,0,3,0
9,2957,31616,0,11,0
9,3180,31616,0,10,0
9,1272,31616,1,10,0
9,4418,31616,0,2,0
9,1268,31616,0,11,0
9,2607,31616,0,20,0
9,3212,31616,0,14,0
9,1598,31616,0,3,0
9,1269,31616,0,16,0
9,1274,31616,0,0,0
9,4768,31616,0,1,0
9,3015,31616,0,1,0
9,4761,31616,0,5,0
9,2981,31616,0,1,0
15,6164,31616,0,1,0
9,3214,31616,0,8,7
9,1275,31616,0,0,0
15,4912,31616,0,18,0
9,3007,31616,0,0,0
15,1037,31616,0,6,0
9,3178,31616,0,19,0
9,3213,31616,1,18,0
9,4764,31616,0,16,0
9,3871,31616,0,1,0
9,3008,31616,0,0,0
15,1042,31616,0,0,0
9,1740,31616,0,4,0
9,2613,31616,0,1,0
9,2621,31616,1,8,0
9,1607,31616,0,1,7
15,4913,31616,0,18,0
9,4766,31616,0,27,0
15,1035,31616,0,9,0
9,5894,31616,0,0,0
15,1046,31616,0,0,0
9,3735,31616,0,0,0
9,4763,31616,0,12,0
9,1739,31616,0,18,0
9,2608,31616,1,50,0
9,2958,31616,2,8,0
15,1043,31616,1,14,0
9,4760,31616,0,7,0
9,1278,31616,0,0,0
9,3209,31616,0,16,0
9,2110,31616,0,0,0
9,2612,31616,0,12,0
9,1741,31616,0,12,0
9,2609,31616,1,7,0
9,1608,31616,0,4,0
9,3211,31616,1,13,0
15,1041,31616,0,21,0
15,5449,31616,0,0,0
16,5214,31630,0,6,0
16,5216,31630,0,4,0
16,2463,31630,0,11,0
16,3923,31630,0,38,0
16,4610,31630,0,12,19
16,5099,31630,0,24,0
16,3576,31630,0,13,0
16,1889,31630,0,5,0
16,3959,31630,0,11,0
16,5024,31630,0,6,0
16,3960,31630,0,6,4
16,4006,31630,0,23,10
16,3961,31630,0,2,0
16,3768,31630,0,6,0
16,5155,31630,0,1,0
16,3561,31630,0,13,0
16,4311,31630,0,7,0
16,4611,31630,0,5,0
16,3314,31630,0,5,9
16,1323,31630,0,3,19
16,5156,31630,0,5,0
16,5127,31630,0,8,0
16,2218,31630,0,15,0
16,3730,31630,0,1,0
16,2840,31630,0,18,0
16,4876,31630,0,6,0
16,1337,31630,0,19,26
16,4609,31630,0,0,20
16,3729,31630,0,7,0
16,3806,31630,0,14,5
16,4237,31630,0,4,12
16,1689,31630,0,7,0
16,5274,31630,0,5,0
16,4184,31630,0,25,0
16,4452,31630,0,13,0
16,4292,31630,0,14,3
16,4360,31630,0,6,0
16,2648,31630,0,8,0
16,4186,31630,0,16,12
16,5415,31630,0,4,1
16,4608,31630,0,12,0
16,2219,31630,0,8,0
16,3312,31630,0,18,0
16,3807,31630,0,12,5
16,5320,31630,0,0,6
16,4445,31630,0,0,0
16,4090,31630,0,4,0
16,5098,31630,0,7,0
16,3933,31630,0,9,0
16,5154,31630,0,20,0
16,3563,31630,0,28,0
16,5087,31630,0,4,0
16,3441,31630,0,10,7
16,3950,31630,0,20,7
16,3275,31630,0,8,0
16,5086,31630,0,10,1
16,5412,31630,0,10,4
16,3562,31630,0,28,0
16,2640,31630,0,13,6
16,3530,31630,0,13,0
16,3910,31630,0,13,0
16,3938,31630,0,20,0
16,5215,31630,0,0,0
16,2786,31630,0,5,0
16,2840,31632,0,7,0
5,4310,31635,0,6,0
5,4562,31635,0,6,0
5,1012,31635,0,1,0
5,2834,31636,0,5,0
5,3944,31636,0,2,0
5,1234,31639,0,39,0
5,4342,31639,0,2,0
5,5084,31639,2,0,0
5,1777,31639,0,13,0
5,1317,31639,0,7,0
5,5067,31639,0,13,0
5,1791,31639,0,5,0
5,1009,31639,0,6,0
5,3780,31639,0,6,0
5,3349,31639,0,5,0
5,2864,31639,0,8,0
5,4223,31639,0,3,0
5,2375,31639,0,0,0
5,2212,31639,5,12,1
4,3541,31639,0,6,0
5,1611,31639,1,0,2
5,5167,31639,0,0,9
5,1397,31639,0,1,0
5,4137,31639,0,0,0
5,4028,31639,0,1,0
5,3490,31639,0,13,0
5,1252,31639,3,8,0
5,4291,31639,0,15,0
5,1294,31639,0,0,0
5,4647,31639,0,19,0
5,3045,31639,0,1,0
5,4488,31639,0,9,0
5,4386,31639,0,18,0
5,5332,31639,0,9,0
5,4109,31639,0,8,0
5,4218,31639,0,6,0
5,4278,31639,0,3,0
5,1295,31639,0,13,0
1,3570,31639,0,6,0
5,4555,31639,0,4,0
5,1315,31639,0,5,0
5,4020,31639,0,2,0
5,1684,31639,0,7,0
5,4027,31639,0,13,0
5,3494,31639,0,7,0
5,1012,31639,0,13,0
5,4231,31639,0,23,0
5,4110,31639,0,15,0
5,3358,31639,0,0,0
5,4224,31639,0,5,0
5,3799,31639,0,8,0
5,4554,31639,0,5,0
5,5272,31639,0,0,0
5,4232,31639,0,10,0
5,2211,31639,0,0,1
5,5068,31639,0,0,4
5,2213,31639,1,0,0
5,1140,31639,1,2,2
5,1943,31639,0,8,0
5,1293,31639,0,8,0
5,4361,31639,0,26,0
5,4310,31639,0,5,0
5,1610,31639,2,0,0
5,5273,31639,0,4,0
5,5202,31639,0,2,0
5,5055,31639,0,6,0
5,4837,31639,0,0,0
5,4777,31639,0,4,0
5,1233,31639,0,3,0
5,3428,31639,0,7,0
5,3922,31639,0,5,0
5,3944,31639,0,1,0
