sku_id,variant_id,mapper_variant_id,mapper_variant_name
0,0,0,Unknown/Unmapped
1,1488,1488,Swashray Chavanu Rs 10
4,2121,493,Test Product
5,0,0,Unknown/Unmapped
7,7,7,Healthy Vegetable Poha
8,7,7,Healthy Vegetable Poha
16,13,13,Cornitos Nachos - Cheese and Herbs
20,17,17,McVities Digestive Rs 10
61,241,241,Tangy Mix Sauce Macronii
62,128,24,Rajma-Chawal Combo
63,244,66,Kathi Roll
64,66,66,Kathi Roll
65,24,24,Rajma-Chawal Combo
66,785,785,Choley Chawal Combo
101,0,0,Unknown/Unmapped
120,0,0,Unknown/Unmapped
169,109,109,Real Mixed Fruit Juice Rs 20
225,0,0,Unknown/Unmapped
232,0,0,Unknown/Unmapped
242,146,109,Real Mixed Fruit Juice Rs 20
288,189,185,Thums UP CHARGED Rs 20
294,101,101,Aloo Matar Sandwich
311,204,204,Saffola masala oats - Tangy Chaat
312,205,204,Saffola masala oats - Tangy Chaat
317,598,598,Moong Daal & Rice Combo
350,236,236,Go Grub Peanut + Blueberry
351,237,236,Go Grub Peanut + Blueberry
357,121,121,Homestyle Veg Mayo Sandwich
358,65,65,Vegetable Chatpati Roll
372,141,141,Crispy Veggie Cutlet 
384,256,256,M&M- Chocolate Rs 75
386,258,258,eighty7- Chilean Walnuts
390,262,262,Monginis Veg Fruit Cakes
391,263,263,Creme Bite- Orange Flavour
400,0,0,Unknown/Unmapped
412,282,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
440,44,44,Vada Pav
445,310,310,Baked Khakhra Chips Methi Flavour
446,311,310,Baked Khakhra Chips Methi Flavour
448,312,300,Himalayan Salt & Pepper Makhana
467,331,331,Britannia Veg Cake Fruity Fun Rs 20
475,338,278,Unibic Chocolate Cookies
487,227,227,Paneer Butter Masala Wrap
496,266,65,Vegetable Chatpati Roll
534,396,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
539,399,278,Unibic Chocolate Cookies
579,0,0,Unknown/Unmapped
581,433,169,Minute Maid Guava Rs 20
582,434,434,Uncle Chips - Spicy Treat
639,0,0,Unknown/Unmapped
648,493,493,Test Product
760,589,395,Too Yum- Multigrain Chips
776,604,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
956,669,669,Rava Idli with Chutney
957,467,24,Rajma-Chawal Combo
980,784,278,Unibic Chocolate Cookies
999,780,777,Big Box 500ml PP Container 
1016,814,814,Ritebite Sport Bar Almond Mocha
1018,816,278,Unibic Chocolate Cookies
1022,820,766,Amul Rose Lassi Rs 20 
1024,0,0,Unknown/Unmapped
1025,823,799,Mr Makhana Cream & Onion
1026,824,824,Mr Makhana Piri Piri Rs 35
1027,825,825,Amul Masti Buttermilk Rs 12
1035,833,600,Garden Mini Bhakarwadi Rs 10
1067,864,864,LuvIt fruit and nut MRP-55
1101,907,907,Small Box with Lid Transparent 250ml 
1126,928,928,Lifebuoy - Hand Sanitizer
1152,0,0,Unknown/Unmapped
1204,0,0,Unknown/Unmapped
1215,1014,241,Tangy Mix Sauce Macronii
1263,1065,1048,Balaji Wafers Pizzy Masala Rs 10
1265,297,297,Sabudana Khichdi
1266,75,75,Aloo Peanut Falahar - Vrat Special
1275,1073,109,Real Mixed Fruit Juice Rs 20
1301,1097,1097,Eighty 7 Cranberries 200 gm Rs 347
1347,1140,1140,Nutty Gritties Roasted & Salted Pistachios 200g Rs 420
1348,0,0,Unknown/Unmapped
1398,1189,1189,Soulfull Ragi Bites Choco Fills Rs 20
1470,1238,789,Knorr - Sweet Corn Soup Veg Rs.10
1565,1322,941,MTR - Vegetable Upma
1566,1323,941,MTR - Vegetable Upma
1572,1326,130,Choco Chips Cookies
1591,960,493,Test Product
1598,1333,109,Real Mixed Fruit Juice Rs 20
1608,1344,1344,NIDZ Dark Milk Roasted Cashew Chocolate Rs 60
1632,1376,1376,Real Bites Farali Wafers Rs 10
1633,1377,1376,Real Bites Farali Wafers Rs 10
1634,1378,1376,Real Bites Farali Wafers Rs 10
1635,1379,1376,Real Bites Farali Wafers Rs 10
1636,1380,430,Haldiram's Moong Dal Rs 10 
1637,1381,95,Parle Appy Rs 10
1638,1383,1383,Nestle Kitkat Rs 10
1639,331,331,Britannia Veg Cake Fruity Fun Rs 20
1640,1026,678,Britannia Bourbon-Rs 10
1641,663,331,Britannia Veg Cake Fruity Fun Rs 20
1643,769,769,Cadbury Dairy Milk Rs.10
1644,794,678,Britannia Bourbon-Rs 10
1645,1475,430,Haldiram's Moong Dal Rs 10 
1647,94,94,Maaza Tetrapack Rs 10
1648,575,575,Frooti Rs 10
1649,0,0,Unknown/Unmapped
1650,189,185,Thums UP CHARGED Rs 20
1654,1207,430,Haldiram's Moong Dal Rs 10 
1703,1170,430,Haldiram's Moong Dal Rs 10 
1707,678,678,Britannia Bourbon-Rs 10
1708,1105,430,Haldiram's Moong Dal Rs 10 
1709,1104,430,Haldiram's Moong Dal Rs 10 
1710,867,430,Haldiram's Moong Dal Rs 10 
1711,1425,678,Britannia Bourbon-Rs 10
1712,1172,430,Haldiram's Moong Dal Rs 10 
1713,622,430,Haldiram's Moong Dal Rs 10 
1720,680,680,Cornitos Roasted Cashews Lightly Salted 
1721,61,61,Paper Boat Lychee Ras Rs 20
1722,124,124,Sprite Rs 20
1723,0,0,Unknown/Unmapped
1728,1432,678,Britannia Bourbon-Rs 10
1729,1433,1048,Balaji Wafers Pizzy Masala Rs 10
1730,1434,1048,Balaji Wafers Pizzy Masala Rs 10
1826,1450,542,Limca 250ml Pet Rs 20
1829,1454,320,Unibic Choco Hazelnut Cookies Rs 10
1831,1456,320,Unibic Choco Hazelnut Cookies Rs 10
1832,1457,320,Unibic Choco Hazelnut Cookies Rs 10
1833,1458,1376,Real Bites Farali Wafers Rs 10
1834,1459,1376,Real Bites Farali Wafers Rs 10
1836,254,169,Minute Maid Guava Rs 20
1839,1174,430,Haldiram's Moong Dal Rs 10 
1840,766,766,Amul Rose Lassi Rs 20 
1841,1460,766,Amul Rose Lassi Rs 20 
1843,1071,430,Haldiram's Moong Dal Rs 10 
1846,1298,430,Haldiram's Moong Dal Rs 10 
1848,668,668,Maaza Pet Bottle Rs 20
1851,1474,320,Unibic Choco Hazelnut Cookies Rs 10
1855,1476,320,Unibic Choco Hazelnut Cookies Rs 10
1868,497,320,Unibic Choco Hazelnut Cookies Rs 10
1870,942,1,Soya Masala Snacker
1876,997,46,Paper Boat Coconut Water
1890,1472,1048,Balaji Wafers Pizzy Masala Rs 10
1914,125,125,Fanta Pet 250ml Rs 20
1916,1492,430,Haldiram's Moong Dal Rs 10 
1928,1507,1376,Real Bites Farali Wafers Rs 10
1929,1508,1376,Real Bites Farali Wafers Rs 10
1960,1527,1376,Real Bites Farali Wafers Rs 10
1961,1526,1376,Real Bites Farali Wafers Rs 10
1962,1525,1376,Real Bites Farali Wafers Rs 10
1963,1524,1376,Real Bites Farali Wafers Rs 10
1964,1523,1376,Real Bites Farali Wafers Rs 10
1965,1522,1376,Real Bites Farali Wafers Rs 10
1966,1521,1376,Real Bites Farali Wafers Rs 10
1967,1520,1376,Real Bites Farali Wafers Rs 10
1971,1532,1532,Mighty Puff Choco Ragi Rs 20
1973,1531,1531,Mighty Munch Tangy Tomato Rs 20
1976,1537,1376,Real Bites Farali Wafers Rs 10
1977,1538,1376,Real Bites Farali Wafers Rs 10
1978,126,126,Coke Regular Pet 250ml Rs 20
1990,1548,1376,Real Bites Farali Wafers Rs 10
1995,1552,1376,Real Bites Farali Wafers Rs 10
1999,1556,690,Amul Lassi Rs 15
2001,1557,139,Nestle Classic Chocolate 
2004,1562,896,Yoga Pulp Aloevera KiwiJuice Rs 30
2005,1563,896,Yoga Pulp Aloevera KiwiJuice Rs 30
2013,1572,1048,Balaji Wafers Pizzy Masala Rs 10
2016,1575,1048,Balaji Wafers Pizzy Masala Rs 10
2018,1577,1048,Balaji Wafers Pizzy Masala Rs 10
2022,1074,1069, Sunfeast Dark Fantasy Choco Fill Cookies Rs 10
2023,1580,1069, Sunfeast Dark Fantasy Choco Fill Cookies Rs 10
2024,1581,678,Britannia Bourbon-Rs 10
2028,1170,430,Haldiram's Moong Dal Rs 10 
2029,1585,430,Haldiram's Moong Dal Rs 10 
2030,1586,1376,Real Bites Farali Wafers Rs 10
2038,0,0,Unknown/Unmapped
2039,0,0,Unknown/Unmapped
2052,1603,1603,Swashray Masala Poori Rs 11
2053,1604,1603,Swashray Masala Poori Rs 11
2054,1605,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
2055,1606,1606,BRB Popped Potato Chips Pasta Cheese 
2056,1607,1606,BRB Popped Potato Chips Pasta Cheese 
2057,1608,1608,Makino Nacho Chips Jalapeno 
2058,1609,1608,Makino Nacho Chips Jalapeno 
2060,1611,586,Coke Regular Pop Can Rs 25
2061,465,75,Aloo Peanut Falahar - Vrat Special
2062,572,24,Rajma-Chawal Combo
2066,1613,120,Real Orange Juice 1
2075,1622,1606,BRB Popped Potato Chips Pasta Cheese 
2076,1624,1606,BRB Popped Potato Chips Pasta Cheese 
2092,1634,1048,Balaji Wafers Pizzy Masala Rs 10
2093,1635,1048,Balaji Wafers Pizzy Masala Rs 10
2097,1639,430,Haldiram's Moong Dal Rs 10 
2111,1648,24,Rajma-Chawal Combo
2112,151,24,Rajma-Chawal Combo
2113,701,297,Sabudana Khichdi
2114,15,15,Vermicelli Upma
2115,703,15,Vermicelli Upma
2119,1656,678,Britannia Bourbon-Rs 10
2122,1661,1048,Balaji Wafers Pizzy Masala Rs 10
2123,1660,1048,Balaji Wafers Pizzy Masala Rs 10
2125,1664,430,Haldiram's Moong Dal Rs 10 
2131,1519,493,Test Product
2134,1686,678,Britannia Bourbon-Rs 10
2135,1687,678,Britannia Bourbon-Rs 10
2141,1692,430,Haldiram's Moong Dal Rs 10 
2150,1700,1608,Makino Nacho Chips Jalapeno 
2151,1701,1608,Makino Nacho Chips Jalapeno 
2181,1734,1734,MOM	Makhana Rs40
2189,1741,430,Haldiram's Moong Dal Rs 10 
2196,1748,1748,Swashray Jeera Cookies Rs 24
2200,1752,313,Paperboat Chikki
2216,1581,678,Britannia Bourbon-Rs 10
2235,1800,1048,Balaji Wafers Pizzy Masala Rs 10
2236,1801,1048,Balaji Wafers Pizzy Masala Rs 10
2258,1822,678,Britannia Bourbon-Rs 10
2263,1827,1048,Balaji Wafers Pizzy Masala Rs 10
2265,1829,1048,Balaji Wafers Pizzy Masala Rs 10
2270,1832,61,Paper Boat Lychee Ras Rs 20
2288,1016,769,Cadbury Dairy Milk Rs.10
2336,1885,1606,BRB Popped Potato Chips Pasta Cheese 
2346,1893,1889,Brew House Apple Cinnamon Iced Tea Rs 40
2443,0,0,Unknown/Unmapped
2448,1929,331,Britannia Veg Cake Fruity Fun Rs 20
2449,1930,691,Britannia Chocolate Shake Rs 30 
2450,1931,663,Britannia Veg Cake Chocolate Rs 20
2458,1938,493,Test Product
2459,1939,1048,Balaji Wafers Pizzy Masala Rs 10
2461,1943,1926,Amrit Foods JUST Cold Coffee Rs 120
2467,1954,331,Britannia Veg Cake Fruity Fun Rs 20
2472,1959,1959,Snickers Rs 20
2473,1960,678,Britannia Bourbon-Rs 10
2475,1962,1467, Snickers Fruit & Nut Rs 50
2477,1964,693,Snickers
2479,1966,693,Snickers
2485,1972,1972,Storia Coconut Water Rs 35
2492,512,61,Paper Boat Lychee Ras Rs 20
2493,231,61,Paper Boat Lychee Ras Rs 20
2496,1300,61,Paper Boat Lychee Ras Rs 20
2498,230,61,Paper Boat Lychee Ras Rs 20
2503,474,474,Snickers Almond Rs 25
2507,1511,1467, Snickers Fruit & Nut Rs 50
2508,1982,1467, Snickers Fruit & Nut Rs 50
2509,1467,1467, Snickers Fruit & Nut Rs 50
2510,1964,693,Snickers
2511,140,140,Cadbury Dairy Milk Rs 20
2512,196,196,Cadbury Dairy Milk Rs 40
2513,1326,130,Choco Chips Cookies
2514,1983,278,Unibic Chocolate Cookies
2515,338,278,Unibic Chocolate Cookies
2516,1984,278,Unibic Chocolate Cookies
2531,1994,764,Amul Milk Chocolate Rs 25
2538,1997,1997,Basic Air 3 Ply Mask Pack of 10 Rs 100
2542,2003,2003,Amul Chocolate Cookies Rs 18
2544,2005,2005,Cavins Badam Milkshake 180 ml Rs 50
2545,2006,2006,Saliah Dates with Lemon & Orange Peel Rs 30
2546,2007,2006,Saliah Dates with Lemon & Orange Peel Rs 30
2549,2010,2006,Saliah Dates with Lemon & Orange Peel Rs 30
2551,2011,1104,Haldirams NGP Lite Chiwda Rs 10
2555,2014,1104,Haldirams NGP Lite Chiwda Rs 10
2557,2015,1104,Haldirams NGP Lite Chiwda Rs 10
2560,2019,600,Garden Mini Bhakarwadi Rs 10
2561,2022,2022,Swashray Methi Puri Rs 20
2574,2038,2038,Snackible Dipsters Cookies and Cream Dip Biscuit Sticks Rs 25
2579,2047,2047,Nourish Organics Lime Chia Bar Rs 60
2585,2052,2052,Elevate Granola Almonds and Seeds Rs 50
2593,4,4,Roasted Cereal - Wheat Jowar Bajra
2594,13,13,Cornitos Nachos - Cheese and Herbs
2595,17,17,McVities Digestive Rs 10
2596,146,109,Real Mixed Fruit Juice Rs 20
2609,331,331,Britannia Veg Cake Fruity Fun Rs 20
2611,338,130,Choco Chips Cookies
2616,359,359,Marodhi Gajak
2618,396,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
2624,433,169,Minute Maid Guava Rs 20
2645,823,799,Mr Makhana Cream & Onion
2647,825,825,Amul Masti Buttermilk Rs 12
2701,1605,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
2737,11,11,Mother Dairy Sweet Lassi
2741,796,796,Mother Dairy Chach Rs 12
2744,23,11,Mother Dairy Sweet Lassi
2749,36,36,Peanut-Gud Chikki
2772,493,493,Test Product
2776,827,395,Too Yum- Multigrain Chips
2789,534,38,Amul Masti Buttermilk Rs 10
2793,584,584,Fanta Can 180 ml Rs 25
2798,633,633,Max Protein-Spanish Tomato Rs 20
2831,745,745,Paper Boat Coconut Water pack of 16 Rs.640
2858,803,789,Knorr - Sweet Corn Soup Veg Rs.10
2862,840,840,Hershey's Chocolate Milk Shake Rs 35
2868,863,18,Red Bull Rs 115
2919,1535,1535,Mylab Covi Self COVID 19Rapid Antigen Self Test Kit 
2921,61,61,Paper Boat Lychee Ras Rs 20
2922,230,61,Paper Boat Lychee Ras Rs 20
2923,231,61,Paper Boat Lychee Ras Rs 20
2925,512,61,Paper Boat Lychee Ras Rs 20
2930,997,46,Paper Boat Coconut Water
2931,1300,61,Paper Boat Lychee Ras Rs 20
2932,1324,61,Paper Boat Lychee Ras Rs 20
2933,1325,61,Paper Boat Lychee Ras Rs 20
2934,600,600,Garden Mini Bhakarwadi Rs 10
2937,0,0,Unknown/Unmapped
2939,890,600,Garden Mini Bhakarwadi Rs 10
2940,1053,600,Garden Mini Bhakarwadi Rs 10
2942,1055,1054,Cavins Strawberry Milk Shake Rs 35
2943,1056,1054,Cavins Strawberry Milk Shake Rs 35
2944,1058,80,Cavin's Spiced ButterMilk
2946,1119,80,Cavin's Spiced ButterMilk
2951,828,401,Bingo - Potato Chips Masala
2952,844,401,Bingo - Potato Chips Masala
2981,115,114,Coke Regular Can Rs 35
2985,143,143,Minute Maid Mixed Fruit Rs 10
2987,170,170,Limca Can Rs 25
2991,203,203,Sprite Pop Can Rs 25
2993,848,318,Coke Zero
2998,585,185,Thums UP CHARGED Rs 20
2999,586,586,Coke Regular Pop Can Rs 25
3013,1120,1120,Fanta Can 
3014,1121,252,Thumps Up Can
3025,694,694,Frooti 
3033,1175,984,Appy 200ml Rs 15
3047,943,943,Havit Foods -Salted Soya Katori
3051,109,109,Real Mixed Fruit Juice Rs 20
3052,120,109,Real Mixed Fruit Juice Rs 20
3059,1333,109,Real Mixed Fruit Juice Rs 20
3067,132,132,Maggi Masala 
3069,690,690,Amul Lassi Rs 15
3070,1072,139,Nestle Classic Chocolate 
3072,1143,139,Nestle Classic Chocolate 
3075,1544,1383,Nestle Kitkat Rs 10
3077,1999,1301,Maggi Cuppa Noodles Masala 
3079,140,140,Cadbury Dairy Milk Rs 20
3083,646,172,Cadbury Fruit and Nut 
3112,0,0,Unknown/Unmapped
3115,1032,1032,Snickers Rs 40
3119,1467,1467, Snickers Fruit & Nut Rs 50
3138,896,896,Yoga Pulp Aloevera KiwiJuice Rs 30
3139,897,896,Yoga Pulp Aloevera KiwiJuice Rs 30
3140,399,130,Choco Chips Cookies
3143,1206,130,Choco Chips Cookies
3147,568,10,Mother Dairy Chach Rs 10
3149,663,331,Britannia Veg Cake Fruity Fun Rs 20
3153,794,678,Britannia Bourbon-Rs 10
3155,0,0,Unknown/Unmapped
3160,1026,678,Britannia Bourbon-Rs 10
3165,430,430,Haldiram's Moong Dal Rs 10 
3166,621,430,Haldiram's Moong Dal Rs 10 
3168,654,430,Haldiram's Moong Dal Rs 10 
3169,670,430,Haldiram's Moong Dal Rs 10 
3170,706,430,Haldiram's Moong Dal Rs 10 
3176,949,430,Haldiram's Moong Dal Rs 10 
3177,950,430,Haldiram's Moong Dal Rs 10 
3179,952,430,Haldiram's Moong Dal Rs 10 
3187,987,986,Haldiram's Chips Pudina Treat Rs 15 
3192,994,986,Haldiram's Chips Pudina Treat Rs 15 
3193,0,0,Unknown/Unmapped
3198,1105,430,Haldiram's Moong Dal Rs 10 
3216,935,935,Lays - American Style Cream and Onion 
3217,1241,935,Lays - American Style Cream and Onion 
3218,1242,935,Lays - American Style Cream and Onion 
3222,799,300,Himalayan Salt & Pepper Makhana
3230,478,478,Kit Kat Rs 25
3235,626,626,Opera - Potato Crisps
3295,501,501,Sirona Intimate Wipes
3298,518,518,Dettol Sanitizer
3309,541,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
3320,680,680,Cornitos Roasted Cashews Lightly Salted 
3327,1113,529,Doublemint
3330,1117,17,McVities Digestive Rs 10
3331,1118,17,McVities Digestive Rs 10
3341,1530,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
3344,1592,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
3345,1593,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
3351,1813,678,Britannia Bourbon-Rs 10
3352,1623,1623,Cadbury Dairy Milk Chocolate Rs 50
3436,957,493,Test Product
3437,959,493,Test Product
3438,960,493,Test Product
3446,1299,1299,Happy Bar Energy Snack Rs 40
3448,1726,1299,Happy Bar Energy Snack Rs 40
3449,1302,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
3452,1209,1209,Priniti Foods Spicy Masti Potato Chips Rs 10
3453,1210,1209,Priniti Foods Spicy Masti Potato Chips Rs 10
3769,1566,73,Cavin's Lassi
3772,1925,600,Garden Mini Bhakarwadi Rs 10
3778,1504,1504,Yoga Bar Chocolate Chunk Nut Rs 40
3779,1626,1504,Yoga Bar Chocolate Chunk Nut Rs 40
3780,1627,1627,Yoga Bar Breakfast Protein Blueberry Pie
3781,1749,1749,Cravova Classic Mojito Rs 50
3783,1944,1944,Cravova Peri Peri Roasted Peanuts Rs 25
3804,1777,1776,Open Secret Spicy Peanut Butter Rs 40
3815,2067,678,Britannia Bourbon-Rs 10
3816,1478,430,Haldiram's Moong Dal Rs 10 
3862,2083,2083,UJI Natural Coconut Water 200 ml 
3863,2082,1054,Cavins Strawberry Milk Shake Rs 35
3864,2061,331,Britannia Veg Cake Fruity Fun Rs 20
3865,2087,2087,Maggi Masala Single Pack Rs14
3872,2096,2096,Bikaji Moong Dal Rs 10
3873,2097,2097,Bikaji Kuch Kuch Rs 20
3876,2099,2097,Bikaji Kuch Kuch Rs 20
3883,2111,2096,Bikaji Moong Dal Rs 10
3890,2112,2096,Bikaji Moong Dal Rs 10
3892,2115,2115,Millet Bowl Protein Shake Chocolate Rs 70
3901,2117,2096,Bikaji Moong Dal Rs 10
3905,132,132,Maggi Masala 
3908,0,0,Unknown/Unmapped
3910,1143,139,Nestle Classic Chocolate 
3912,1301,306,Hazelnut Latte
3915,1999,1301,Maggi Cuppa Noodles Masala 
3916,896,896,Yoga Pulp Aloevera KiwiJuice Rs 30
3917,897,896,Yoga Pulp Aloevera KiwiJuice Rs 30
3918,430,430,Haldiram's Moong Dal Rs 10 
3919,621,430,Haldiram's Moong Dal Rs 10 
3920,622,430,Haldiram's Moong Dal Rs 10 
3921,654,430,Haldiram's Moong Dal Rs 10 
3925,852,430,Haldiram's Moong Dal Rs 10 
3928,925,430,Haldiram's Moong Dal Rs 10 
3930,950,430,Haldiram's Moong Dal Rs 10 
3932,952,430,Haldiram's Moong Dal Rs 10 
3938,985,430,Haldiram's Moong Dal Rs 10 
3941,988,430,Haldiram's Moong Dal Rs 10 
3943,990,430,Haldiram's Moong Dal Rs 10 
3944,991,401,Bingo - Potato Chips Masala
3945,994,986,Haldiram's Chips Pudina Treat Rs 15 
3946,1003,430,Haldiram's Moong Dal Rs 10 
3947,1071,430,Haldiram's Moong Dal Rs 10 
3949,1103,430,Haldiram's Moong Dal Rs 10 
3950,1104,430,Haldiram's Moong Dal Rs 10 
3951,1105,430,Haldiram's Moong Dal Rs 10 
3952,1106,430,Haldiram's Moong Dal Rs 10 
3953,1133,430,Haldiram's Moong Dal Rs 10 
3959,1207,430,Haldiram's Moong Dal Rs 10 
3964,2104,430,Haldiram's Moong Dal Rs 10 
3965,1608,1608,Makino Nacho Chips Jalapeno 
3966,1609,1608,Makino Nacho Chips Jalapeno 
3968,1626,1504,Yoga Bar Chocolate Chunk Nut Rs 40
3969,1627,1627,Yoga Bar Breakfast Protein Blueberry Pie
3980,17,17,McVities Digestive Rs 10
4011,61,61,Paper Boat Lychee Ras Rs 20
4012,72,72,Dried Banana Chips
4023,94,94,Maaza Tetrapack Rs 10
4024,95,95,Parle Appy Rs 10
4034,114,114,Coke Regular Can Rs 35
4045,151,24,Rajma-Chawal Combo
4056,203,203,Sprite Pop Can Rs 25
4061,230,61,Paper Boat Lychee Ras Rs 20
4062,231,61,Paper Boat Lychee Ras Rs 20
4073,282,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4074,291,291,Lay's American style Cream & Onion Rs 10
4079,301,301,Nutri Choice Oats Cookies
4102,396,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4122,433,169,Minute Maid Guava Rs 20
4131,478,478,Kit Kat Rs 25
4140,493,493,Test Product
4141,493,493,Test Product
4143,512,61,Paper Boat Lychee Ras Rs 20
4148,535,535,Kinley Water Bottle 
4149,541,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4157,563,563,Vegetable Puff
4163,574,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4164,575,575,Frooti Rs 10
4179,600,600,Garden Mini Bhakarwadi Rs 10
4180,604,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4198,649,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4200,663,331,Britannia Veg Cake Fruity Fun Rs 20
4202,668,668,Maaza Pet Bottle Rs 20
4216,689,95,Parle Appy Rs 10
4218,694,694,Frooti 
4236,732,732,Go Grub Peanut & Blueberry (Pack of 10) Rs. 450
4272,773,401,Bingo - Potato Chips Masala
4295,813,600,Garden Mini Bhakarwadi Rs 10
4296,814,814,Ritebite Sport Bar Almond Mocha
4300,823,799,Mr Makhana Cream & Onion
4305,828,401,Bingo - Potato Chips Masala
4309,831,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4312,844,401,Bingo - Potato Chips Masala
4315,848,318,Coke Zero
4322,863,18,Red Bull Rs 115
4328,890,600,Garden Mini Bhakarwadi Rs 10
4329,891,814,Ritebite Sport Bar Almond Mocha
4335,902,693,Snickers
4338,920,318,Coke Zero
4345,929,929,Sprite750ml
4346,930,930,Spicy Testing Poha
4368,954,954,Parle G Biscuits Rs 5
4388,997,46,Paper Boat Coconut Water
4400,1023,1023,Britannia Chocolate Shake Rs 35
4420,1054,1054,Cavins Strawberry Milk Shake Rs 35
4421,1055,1054,Cavins Strawberry Milk Shake Rs 35
4422,1056,1054,Cavins Strawberry Milk Shake Rs 35
4423,1058,80,Cavin's Spiced ButterMilk
4424,1059,1059,Cavin's Spiced Butter Milk Rs 15
4426,1061,1061,Havit Vrat Special Potato Wafers
4430,1069,1069, Sunfeast Dark Fantasy Choco Fill Cookies Rs 10
4431,1070,1069, Sunfeast Dark Fantasy Choco Fill Cookies Rs 10
4432,2230,2230,Sunfeast Dark Fantasy Bourbon Rs20
4433,1073,109,Real Mixed Fruit Juice Rs 20
4437,1076,95,Parle Appy Rs 10
4441,1091,1091,Max Protein Desi Masala  Rs 40
4450,1113,493,Test Product
4454,1117,17,McVities Digestive Rs 10
4456,1119,1054,Cavins Strawberry Milk Shake Rs 35
4457,1120,1120,Fanta Can 
4458,1121,252,Thumps Up Can
4463,1128,799,Mr Makhana Cream & Onion
4470,1141,318,Coke Zero
4472,1145,401,Bingo - Potato Chips Masala
4495,1170,430,Haldiram's Moong Dal Rs 10 
4496,1170,430,Haldiram's Moong Dal Rs 10 
4497,1171,430,Haldiram's Moong Dal Rs 10 
4498,1172,430,Haldiram's Moong Dal Rs 10 
4499,1174,430,Haldiram's Moong Dal Rs 10 
4500,1175,984,Appy 200ml Rs 15
4501,1177,252,Thumps Up Can
4507,1184,401,Bingo - Potato Chips Masala
4508,1185,430,Haldiram's Moong Dal Rs 10 
4518,1216,846,Kelloggs Chocos
4522,1230,929,Sprite750ml
4527,1241,935,Lays - American Style Cream and Onion 
4528,1242,935,Lays - American Style Cream and Onion 
4545,1273,1273,Shunya Go Mix Fruit Mania Rs 60
4546,1274,1273,Shunya Go Mix Fruit Mania Rs 60
4553,1292,935,Lays - American Style Cream and Onion 
4554,1293,401,Bingo - Potato Chips Masala
4559,1298,430,Haldiram's Moong Dal Rs 10 
4561,1300,61,Paper Boat Lychee Ras Rs 20
4562,1302,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
4563,1303,1302,Born Reborn Oats & Jowar Garlic Zen Rs 30
4566,1315,678,Britannia Bourbon-Rs 10
4570,1324,61,Paper Boat Lychee Ras Rs 20
4571,1325,61,Paper Boat Lychee Ras Rs 20
4574,1336,941,MTR - Vegetable Upma
4581,0,0,Unknown/Unmapped
4587,1485,395,Too Yum- Multigrain Chips
4592,1498,430,Haldiram's Moong Dal Rs 10 
4596,1530,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4597,1535,1535,Mylab Covi Self COVID 19Rapid Antigen Self Test Kit 
4606,1551,1170,Haldirams NGP Salted Peanut 
4609,1562,896,Yoga Pulp Aloevera KiwiJuice Rs 30
4610,1563,896,Yoga Pulp Aloevera KiwiJuice Rs 30
4612,1581,678,Britannia Bourbon-Rs 10
4619,1591,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4620,1592,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4621,1593,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4625,1605,282,Too Yumm Veggie Stix Cheese & Herbs Rs 20
4626,1606,1606,BRB Popped Potato Chips Pasta Cheese 
4627,1607,1606,BRB Popped Potato Chips Pasta Cheese 
4628,1622,1606,BRB Popped Potato Chips Pasta Cheese 
4629,1624,1606,BRB Popped Potato Chips Pasta Cheese 
4654,1725,1725,Happy Bar Sport Protein Rs60
4655,1726,1299,Happy Bar Energy Snack Rs 40
4673,1805,1805,Woot Woot Popcorn Classic Butter Rs10
4675,1807,1807,Nescafe Chilled Latte Rs 40
4687,1885,1606,BRB Popped Potato Chips Pasta Cheese 
4691,1956,663,Britannia Veg Cake Chocolate Rs 20
4692,1957,1805,Woot Woot Popcorn Classic Butter Rs10
4700,2026,629,Baked Bhakri
4701,2027,2027,Sunfeast Dark Fantasy Chocolate Shake Rs35
4710,2064,2064,Sunfeast All Rounder Rs25
